ID,FECHA_UTC,HORA_UTC,LATITUD,LONGITUD,PROFUNDIDAD,MAGNITUD,FECHA_CORTE
5124,19921031,063416,-6.3700000000000001,-77.959999999999994,37,4.5,20223006
5125,19921104,192555,-7.7800000000000002,-79.840000000000003,51,4.7000000000000002,20223006
5126,19921104,213556,-14.92,-72.769999999999996,113,5.0999999999999996,20223006
5127,19921106,184837,-6.5700000000000003,-75.269999999999996,142,5,20223006
5128,19921106,205139,-11.390000000000001,-75.079999999999998,51,5.5999999999999996,20223006
5129,19921109,224116,-14.35,-72.859999999999999,18,5.0999999999999996,20223006
5130,19921110,120330,-10.83,-74.730000000000004,50,4.5999999999999996,20223006
5131,19921112,150839,-13.34,-76.120000000000005,43,4.5999999999999996,20223006
5132,19921112,190920,-14.859999999999999,-72.329999999999998,35,4.7000000000000002,20223006
5133,19921113,234238,-9.8800000000000008,-75.870000000000005,48,4.7999999999999998,20223006
5134,19921118,184254,-2.3900000000000001,-76.620000000000005,155,4.5999999999999996,20223006
5135,19921119,135650,-15.41,-74.049999999999997,39,4.7999999999999998,20223006
5136,19921120,014715,-16.109999999999999,-76.049999999999997,21,4.5,20223006
5137,19921120,214616,-12.140000000000001,-78.099999999999994,31,4.7000000000000002,20223006
5138,19921121,220031,-7.3499999999999996,-81.030000000000001,38,4.5999999999999996,20223006
5139,19921122,101455,-10.470000000000001,-80.370000000000005,32,4.5,20223006
5140,19921125,025334,-15.07,-75.609999999999999,10,4.9000000000000004,20223006
5141,19921126,201511,-6.1600000000000001,-77.25,32,4.5,20223006
5142,19921126,235101,-16.283000000000001,-70.905000000000001,206,4,20223006
5143,19921127,204909,-13.01,-76.810000000000002,21,5.2000000000000002,20223006
5144,19921128,184616,-15.33,-73.760000000000005,56,4.9000000000000004,20223006
5145,19921130,050136,-3.1320000000000001,-75.622,128,4.4000000000000004,20223006
5146,19921203,102801,-4.2469999999999999,-81.159000000000006,25,4.7999999999999998,20223006
5147,19921204,202946,-7.5999999999999996,-79.049999999999997,64,4.5,20223006
5148,19921205,082148,-5.4000000000000004,-76.560000000000002,113,4.5,20223006
5149,19921205,171319,-4.7400000000000002,-76.890000000000001,125,4.5,20223006
5150,19921206,074929,-9.8499999999999996,-76.659999999999997,21,4.5,20223006
5151,19921206,161843,-5.8799999999999999,-80.299999999999997,69,4.5,20223006
5152,19921206,204801,-5.4800000000000004,-79.700000000000003,10,4.5,20223006
5153,19921207,222835,-12.550000000000001,-75.299999999999997,21,4.5,20223006
5154,19921209,060457,-4.5899999999999999,-78.359999999999999,118,4.5,20223006
5155,19921211,043829,-4.0599999999999996,-75.900000000000006,153,4.5,20223006
5156,19921211,151310,-5.6200000000000001,-77.650000000000006,104,4.5,20223006
5157,19921211,175758,-16.010000000000002,-76.459999999999994,15,5,20223006
5158,19921212,185248,-5.5999999999999996,-79.829999999999998,98,4.5,20223006
5159,19921212,224350,-7.96,-80.189999999999998,17,4.5,20223006
5160,19921213,045813,-11.32,-73.599999999999994,124,4.5,20223006
5161,19921213,183950,-14.75,-75.819999999999993,13,4.5999999999999996,20223006
5162,19921213,195022,-9.4600000000000009,-74.909999999999997,139,5.0999999999999996,20223006
5163,19921214,005006,-5.0899999999999999,-78.370000000000005,16,4.5,20223006
5164,19921214,124949,-14.710000000000001,-72.469999999999999,34,5.2000000000000002,20223006
5165,19921215,003951,-14.73,-75.340000000000003,33,5.2000000000000002,20223006
5166,19921215,082643,-6.2199999999999998,-79.709999999999994,63,4.5,20223006
5167,19921216,101552,-14.119999999999999,-76.480000000000004,33,4.5,20223006
5168,19921216,162951,-13.16,-77.129999999999995,10,4.7999999999999998,20223006
5169,19921217,060625,-7.9199999999999999,-80.579999999999998,21,4.5,20223006
5170,19921217,130939,-6.5,-75.290000000000006,156,4.7999999999999998,20223006
5171,19921219,114618,-5.3399999999999999,-80.409999999999997,47,4.5,20223006
5172,19921219,131508,-4.4699999999999998,-75.689999999999998,144,4.5,20223006
5173,19921219,173231,-5.3300000000000001,-77.060000000000002,109,4.5999999999999996,20223006
5174,19921220,164433,-4.8600000000000003,-76.5,138,4.5,20223006
5175,19921220,165628,-5.5800000000000001,-78.930000000000007,31,4.5,20223006
5176,19921220,211156,-12.52,-75.549999999999997,51,5.5,20223006
5177,19921220,220621,-11.42,-77.299999999999997,35,4.9000000000000004,20223006
5178,19921221,153757,-9.8100000000000005,-77.629999999999995,21,4.5,20223006
5179,19921223,033210,-5.9299999999999997,-78.280000000000001,39,4.5,20223006
5180,19921223,214735,-13.119999999999999,-76.379999999999995,16,5.0999999999999996,20223006
5181,19921224,002853,-5.1100000000000003,-76.980000000000004,110,4.5,20223006
5182,19921224,181939,-6.29,-77.760000000000005,68,4.5,20223006
5183,19921225,061855,-7.21,-80.25,14,4.5,20223006
5184,19921226,145812,-3.5899999999999999,-75.609999999999999,158,6.0999999999999996,20223006
5185,19921227,011839,-11.710000000000001,-73.430000000000007,103,4.5,20223006
5186,19930101,151929,-15.81,-73.560000000000002,47,4.7999999999999998,20223006
5187,19930102,010805,-11.91,-75.040000000000006,35,4.7000000000000002,20223006
5188,19930104,064403,-13.02,-75.620000000000005,89,4.9000000000000004,20223006
5189,19930107,161512,-8.0700000000000003,-80.299999999999997,64,5.2999999999999998,20223006
5190,19930107,212542,-15.34,-74.260000000000005,46,4.5999999999999996,20223006
5191,19930107,231522,-6.8300000000000001,-77.920000000000002,116,4.9000000000000004,20223006
5192,19930108,032653,-9.1099999999999994,-77.620000000000005,44,4.7000000000000002,20223006
5193,19930109,200559,-13.609999999999999,-76.659999999999997,47,4.9000000000000004,20223006
5194,19930110,144828,-13.550000000000001,-75.150000000000006,128,4.9000000000000004,20223006
5195,19930113,094219,-16.989999999999998,-75.670000000000002,8,4.7999999999999998,20223006
5196,19930114,063632,-16.449999999999999,-73.760000000000005,27,4.5999999999999996,20223006
5197,19930114,105832,-12.35,-74.840000000000003,91,4.5999999999999996,20223006
5198,19930114,220416,-10.92,-79.319999999999993,16,4.5999999999999996,20223006
5199,19930115,224949,-12.52,-76.650000000000006,60,4.5,20223006
5200,19930118,090202,-7.9100000000000001,-81.209999999999994,21,4.7000000000000002,20223006
5201,19930119,175937,-7.1399999999999997,-77.019999999999996,58,4.7000000000000002,20223006
5202,19930120,144739,-7.9340000000000002,-74.466999999999999,147,5.0999999999999996,20223006
5203,19930120,144805,-11.19,-74.760000000000005,45,5.4000000000000004,20223006
5204,19930121,223446,-13.050000000000001,-76.5,70,4.7000000000000002,20223006
5205,19930122,004254,-9.4700000000000006,-78.730000000000004,25,4.7999999999999998,20223006
5206,19930122,081536,-16.41,-73.980000000000004,35,4.7000000000000002,20223006
5207,19930123,034610,-7.9500000000000002,-74.090000000000003,162,4.5999999999999996,20223006
5208,19930125,011451,-5,-81.420000000000002,28,5.0999999999999996,20223006
5209,19930125,125028,-4.9000000000000004,-75.939999999999998,151,5,20223006
5210,19930128,150655,-16.302,-71.747,127,4.7000000000000002,20223006
5211,19930131,002646,-14.333,-73.484999999999999,100,4.0999999999999996,20223006
5212,19930131,100231,-13.57,-75.930000000000007,71,5,20223006
5213,19930131,200733,-9.5,-77.989999999999995,116,4.7000000000000002,20223006
5214,19930201,185457,-7.7000000000000002,-75.340000000000003,98,5,20223006
5215,19930202,234108,-15.880000000000001,-72.329999999999998,36,4.5999999999999996,20223006
5216,19930203,134754,-9.0299999999999994,-75.290000000000006,100,4.5,20223006
5217,19930204,233946,-13.34,-74.769999999999996,121,4.7999999999999998,20223006
5218,19930205,094451,-5.8300000000000001,-75.969999999999999,104,4.5999999999999996,20223006
5219,19930205,210057,-9.4499999999999993,-79.870000000000005,50,4.5999999999999996,20223006
5220,19930206,050716,-15.66,-73.680000000000007,66,5,20223006
5221,19930206,071010,-13.17,-76.370000000000005,84,4.5,20223006
5222,19930207,010855,-7.21,-80.659999999999997,64,4.7000000000000002,20223006
5223,19930209,172500,-5.7599999999999998,-74.840000000000003,113,4.9000000000000004,20223006
5224,19930210,083508,-8.1600000000000001,-74.799999999999997,126,4.7999999999999998,20223006
5225,19930212,072112,-14.98,-72.900000000000006,39,4.7999999999999998,20223006
5226,19930212,135419,-9.1899999999999995,-75.829999999999998,49,4.5,20223006
5227,19930212,173450,-10.050000000000001,-78.819999999999993,47,4.5,20223006
5228,19930215,092743,-15.630000000000001,-72.609999999999999,51,4.5999999999999996,20223006
5229,19930216,141848,-15.9,-72.769999999999996,60,4.7000000000000002,20223006
5230,19930217,084038,-15.19,-71.950000000000003,51,4.7999999999999998,20223006
5231,19930218,001601,-16.239999999999998,-75,35,4.5999999999999996,20223006
5232,19930218,012154,-15.720000000000001,-74.370000000000005,29,5.0999999999999996,20223006
5233,19930219,081607,-15.68,-74.799999999999997,28,4.5,20223006
5234,19930220,150408,-15.25,-75.040000000000006,46,4.5,20223006
5235,19930221,174146,-8.9499999999999993,-79.900000000000006,57,4.7999999999999998,20223006
5236,19930224,071554,-8.6899999999999995,-78.040000000000006,21,4.7000000000000002,20223006
5237,19930225,183316,-7.1299999999999999,-77.310000000000002,23,4.9000000000000004,20223006
5238,19930228,010520,-10.73,-78.5,47,5.2000000000000002,20223006
5239,19930301,112505,-8.8900000000000006,-76.049999999999997,32,4.7000000000000002,20223006
5240,19930302,213834,-9.5600000000000005,-78.480000000000004,29,4.5999999999999996,20223006
5241,19930306,041758,-17.587,-70.343000000000004,122,4.0999999999999996,20223006
5242,19930307,014613,-5.3099999999999996,-75.799999999999997,122,4.9000000000000004,20223006
5243,19930309,190235,-8.9199999999999999,-80.560000000000002,39,4.7000000000000002,20223006
5244,19930315,011535,-9.2899999999999991,-76.400000000000006,38,4.5999999999999996,20223006
5245,19930316,103754,-7.5499999999999998,-77.280000000000001,124,4.9000000000000004,20223006
5246,19930317,193449,-14.75,-75.459999999999994,35,4.7999999999999998,20223006
5247,19930317,201058,-14.539999999999999,-75.329999999999998,89,5,20223006
5248,19930318,011457,-5.21,-77.5,19,4.7999999999999998,20223006
5249,19930318,061022,-15.109999999999999,-75.680000000000007,31,4.9000000000000004,20223006
5250,19930318,061401,-13.449999999999999,-75.109999999999999,56,4.7999999999999998,20223006
5251,19930319,062858,-13.06,-74.379999999999995,116,4.9000000000000004,20223006
5252,19930322,015153,-9.6699999999999999,-79.299999999999997,64,4.7000000000000002,20223006
5253,19930322,093348,-15.210000000000001,-74.930000000000007,92,4.5,20223006
5254,19930323,231355,-15.220000000000001,-71.030000000000001,163,5,20223006
5255,19930325,064834,-8.0860000000000003,-74.447999999999993,159,4.7999999999999998,20223006
5256,19930325,064846,-9.4149999999999991,-74.266999999999996,33,5.0999999999999996,20223006
5257,19930328,164427,-7.7400000000000002,-80,58,4.9000000000000004,20223006
5258,19930331,190320,-9.2100000000000009,-79.870000000000005,23,4.5999999999999996,20223006
5259,19930403,005831,-14.789999999999999,-71.150000000000006,54,4.5999999999999996,20223006
5260,19930403,083003,-5.7699999999999996,-75.790000000000006,152,5,20223006
5261,19930403,210243,-10.41,-75.790000000000006,73,4.7999999999999998,20223006
5262,19930403,231250,-6.5599999999999996,-75.829999999999998,149,4.7999999999999998,20223006
5263,19930404,234407,-6.0800000000000001,-80.439999999999998,56,5,20223006
5264,19930406,013125,-13.619999999999999,-76.530000000000001,43,4.7000000000000002,20223006
5265,19930407,013011,-13.970000000000001,-75.170000000000002,79,5,20223006
5266,19930407,073421,-10.51,-79.700000000000003,10,4.7999999999999998,20223006
5267,19930408,033906,-8.3900000000000006,-75.400000000000006,60,4.5999999999999996,20223006
5268,19930408,150509,-11.94,-77.090000000000003,63,4.5,20223006
5269,19930409,223613,-15.300000000000001,-74.319999999999993,29,4.9000000000000004,20223006
5270,19930410,143410,-15.109999999999999,-75.469999999999999,55,4.9000000000000004,20223006
5271,19930410,200148,-8.0500000000000007,-75.959999999999994,82,5.0999999999999996,20223006
5272,19930411,063459,-7.5899999999999999,-79.689999999999998,25,4.9000000000000004,20223006
5273,19930412,130608,-8.3200000000000003,-75.579999999999998,48,4.9000000000000004,20223006
5274,19930413,165751,-15.390000000000001,-71.629999999999995,43,4.5999999999999996,20223006
5275,19930414,182423,-6.71,-77.180000000000007,29,4.9000000000000004,20223006
5276,19930415,150142,-9.8000000000000007,-80.120000000000005,22,4.7999999999999998,20223006
5277,19930416,061632,-8.5800000000000001,-79.439999999999998,28,4.7000000000000002,20223006
5278,19930417,015544,-7.9299999999999997,-76.719999999999999,123,4.9000000000000004,20223006
5279,19930417,203049,-17.564,-72.575999999999993,80,4.2000000000000002,20223006
5280,19930418,082848,-18.353000000000002,-69.439999999999998,126,5.2000000000000002,20223006
5281,19930418,091623,-11.65,-76.840000000000003,107,6.4000000000000004,20223006
5282,19930418,143322,-13.66,-74.780000000000001,55,4.5999999999999996,20223006
5283,19930419,015834,-7.4400000000000004,-74.689999999999998,141,4.7999999999999998,20223006
5284,19930419,162924,-12.42,-74.209999999999994,88,4.7000000000000002,20223006
5285,19930422,204428,-16.300000000000001,-72.689999999999998,60,4.9000000000000004,20223006
5286,19930424,091921,-15.34,-70.5,216,4.9000000000000004,20223006
5287,19930424,153354,-16.640000000000001,-72.480000000000004,52,4.9000000000000004,20223006
5288,19930424,180534,-8.0600000000000005,-79,35,4.9000000000000004,20223006
5289,19930428,054612,-7.2199999999999998,-79.870000000000005,47,4.7999999999999998,20223006
5290,19930430,182832,-6.1900000000000004,-76.260000000000005,26,4.5999999999999996,20223006
5291,19930501,014327,-15.721,-69.356999999999999,260,5.4000000000000004,20223006
5292,19930501,141258,-8.1899999999999995,-75.959999999999994,32,4.5999999999999996,20223006
5293,19930502,051235,-4.6600000000000001,-79.379999999999995,100,4.5999999999999996,20223006
5294,19930503,042856,-12.83,-75.069999999999993,33,4.5,20223006
5295,19930504,010555,-4.71,-78.989999999999995,110,4.5999999999999996,20223006
5296,19930505,122601,-10.09,-79.379999999999995,41,4.7000000000000002,20223006
5297,19930505,232106,-12.890000000000001,-77.260000000000005,31,4.5999999999999996,20223006
5298,19930506,130318,-8.4719999999999995,-71.484999999999999,573,6.0999999999999996,20223006
5299,19930507,073113,-9.0500000000000007,-75.319999999999993,101,4.7000000000000002,20223006
5300,19930508,144303,-4.79,-79.349999999999994,108,5.0999999999999996,20223006
5301,19930509,164159,-12.619999999999999,-75.409999999999997,99,4.5999999999999996,20223006
5302,19930510,110733,-14,-75.079999999999998,52,4.5999999999999996,20223006
5303,19930511,010656,-13.130000000000001,-73.739999999999995,59,4.5999999999999996,20223006
5304,19930512,164459,-13.07,-75.909999999999997,86,4.5999999999999996,20223006
5305,19930512,214743,-13.52,-75.579999999999998,95,4.5999999999999996,20223006
5306,19930513,082000,-8.1400000000000006,-79.379999999999995,54,4.5999999999999996,20223006
5307,19930513,140459,-11.890000000000001,-74.010000000000005,41,4.5999999999999996,20223006
5308,19930513,152658,-12.42,-75.569999999999993,99,4.5999999999999996,20223006
5309,19930513,205203,-5.04,-81.170000000000002,22,4.5999999999999996,20223006
5310,19930514,025453,-15.140000000000001,-74.420000000000002,36,4.5999999999999996,20223006
5311,19930514,064200,-13.800000000000001,-75.930000000000007,31,4.5999999999999996,20223006
5312,19930514,163158,-8.4700000000000006,-76.780000000000001,30,4.5999999999999996,20223006
5313,19930515,185853,-11.43,-76.609999999999999,106,4.5999999999999996,20223006
5314,19930516,145955,-4.431,-80.631,85,4.5999999999999996,20223006
5315,19930516,150013,-5.2400000000000002,-80.040000000000006,63,5,20223006
5316,19930517,084859,-6.9800000000000004,-76.719999999999999,51,4.5999999999999996,20223006
5317,19930518,043817,-12.4,-73.469999999999999,72,4.5999999999999996,20223006
5318,19930518,062605,-8.2400000000000002,-74.879999999999995,40,4.5999999999999996,20223006
5319,19930518,210449,-15.32,-70.843999999999994,181,4.2999999999999998,20223006
5320,19930519,134100,-9.2899999999999991,-77.819999999999993,86,4.5999999999999996,20223006
5321,19930520,120700,-7.0700000000000003,-79.620000000000005,40,4.5999999999999996,20223006
5322,19930521,130102,-12.91,-74.159999999999997,55,4.5999999999999996,20223006
5323,19930521,144200,-8.8900000000000006,-77.739999999999995,30,4.5999999999999996,20223006
5324,19930521,173000,-8.0099999999999998,-77.709999999999994,55,4.5999999999999996,20223006
5325,19930522,080720,-13.4,-74.519999999999996,101,4.5999999999999996,20223006
5326,19930522,093111,-14.69,-75.879999999999995,43,4.5999999999999996,20223006
5327,19930522,111901,-11.17,-73.909999999999997,62,4.5999999999999996,20223006
5328,19930523,021200,-11.6,-74.129999999999995,61,4.5999999999999996,20223006
5329,19930523,102906,-10.779999999999999,-75.840000000000003,18,4.5999999999999996,20223006
5330,19930524,154658,-11.279999999999999,-73.620000000000005,61,4.5999999999999996,20223006
5331,19930525,182513,-14.92,-75,46,4.5999999999999996,20223006
5332,19930525,184407,-14.02,-74.040000000000006,34,4.5999999999999996,20223006
5333,19930526,074757,-8.1500000000000004,-73.269999999999996,188,4.9000000000000004,20223006
5334,19930527,154436,-12.65,-75.680000000000007,53,4.5999999999999996,20223006
5335,19930527,174656,-10.34,-74.599999999999994,63,4.5999999999999996,20223006
5336,19930528,001006,-11.94,-75.269999999999996,59,4.5999999999999996,20223006
5337,19930530,173528,-8.6829999999999998,-74.828999999999994,138,4.5,20223006
5338,19930604,154032,-16.253,-69.802000000000007,203,4,20223006
5339,19930605,135601,-11.1,-76.900000000000006,48,4.5999999999999996,20223006
5340,19930607,092757,-10.31,-75.260000000000005,28,4.5999999999999996,20223006
5341,19930607,104030,-13.800000000000001,-76.030000000000001,44,4.5999999999999996,20223006
5342,19930608,224953,-9.8800000000000008,-75.510000000000005,15,4.5999999999999996,20223006
5343,19930610,105900,-8.5899999999999999,-76.260000000000005,47,4.5999999999999996,20223006
5344,19930611,144054,-8.7599999999999998,-75.409999999999997,54,4.5999999999999996,20223006
5345,19930613,204959,-8.8699999999999992,-79.290000000000006,46,4.5999999999999996,20223006
5346,19930616,222734,-13.74,-74.189999999999998,36,4.5999999999999996,20223006
5347,19930617,200512,-17.527000000000001,-69.400999999999996,167,4.5999999999999996,20223006
5348,19930623,064956,-7.8700000000000001,-78.170000000000002,36,4.7999999999999998,20223006
5349,19930627,052201,-15.640000000000001,-72.370000000000005,117,4.9000000000000004,20223006
5350,19930629,100559,-8.6099999999999994,-79.370000000000005,44,5.0999999999999996,20223006
5351,19930701,215459,-10.550000000000001,-77.109999999999999,37,4.5999999999999996,20223006
5352,19930702,014642,-18.503,-71.177000000000007,68,4.2000000000000002,20223006
5353,19930707,112449,-17.890000000000001,-72.469999999999999,30,5,20223006
5354,19930722,061259,-15.02,-73.909999999999997,19,4.9000000000000004,20223006
5355,19930724,175416,-15.1,-71.760000000000005,130,5,20223006
5356,19930729,012632,-16.367000000000001,-71.947999999999993,203,4.2999999999999998,20223006
5357,19930802,154500,-11.73,-74.120000000000005,44,6,20223006
5358,19930804,015858,-9.6400000000000006,-74.879999999999995,145,4.7999999999999998,20223006
5359,19930804,194154,-17.399999999999999,-72.489999999999995,27,4.5999999999999996,20223006
5360,19930806,022458,-15.07,-75.159999999999997,28,4.5999999999999996,20223006
5361,19930807,220959,-11.59,-73.959999999999994,63,5.2000000000000002,20223006
5362,19930811,213713,-10.619999999999999,-78.480000000000004,21,4.5999999999999996,20223006
5363,19930814,164226,-15.76,-76.090000000000003,15,4.7999999999999998,20223006
5364,19930814,181236,-8.7699999999999996,-78.239999999999995,104,4.5999999999999996,20223006
5365,19930817,133125,-11.48,-73.409999999999997,144,4.7000000000000002,20223006
5366,19930818,183430,-11.6,-76.780000000000001,114,4.5999999999999996,20223006
5367,19930819,100130,-16.207000000000001,-71.620999999999995,139,4.4000000000000004,20223006
5368,19930820,031911,-10.98,-77.430000000000007,38,4.7999999999999998,20223006
5369,19930822,042607,-8.7799999999999994,-74.609999999999999,78,4.9000000000000004,20223006
5370,19930822,145705,-12.640000000000001,-76.959999999999994,61,5.5,20223006
5371,19930823,232512,-9.6300000000000008,-76.200000000000003,58,4.9000000000000004,20223006
5372,19930825,155711,-11.91,-76.150000000000006,126,4.5999999999999996,20223006
5373,19930827,021223,-9.8800000000000008,-75.890000000000001,147,4.5999999999999996,20223006
5374,19930829,154257,-12.140000000000001,-77.120000000000005,66,4.5999999999999996,20223006
5375,19930830,184530,-15.34,-75.079999999999998,57,4.5999999999999996,20223006
5376,19930901,035753,-16.890000000000001,-72.829999999999998,56,6.2999999999999998,20223006
5377,19930901,065453,-13.869999999999999,-77.230000000000004,15,5.2000000000000002,20223006
5378,19930903,172901,-12.449999999999999,-77.810000000000002,42,4.5999999999999996,20223006
5379,19930904,034404,-3.1899999999999999,-78.244,84,4.7000000000000002,20223006
5380,19930905,043423,-10.050000000000001,-78.159999999999997,31,5.7000000000000002,20223006
5381,19930907,001952,-8.8000000000000007,-75.909999999999997,110,4.5999999999999996,20223006
5382,19930907,212619,-10.779999999999999,-78.090000000000003,36,5.0999999999999996,20223006
5383,19930908,141014,-6.0800000000000001,-80.129999999999995,101,4.9000000000000004,20223006
5384,19930908,163908,-8.4000000000000004,-78.290000000000006,55,4.9000000000000004,20223006
5385,19930909,025042,-11.51,-76.829999999999998,138,4.5999999999999996,20223006
5386,19930911,061432,-5.4000000000000004,-76.849999999999994,128,5.9000000000000004,20223006
5387,19930912,005434,-14.57,-77.049999999999997,25,4.7000000000000002,20223006
5388,19930914,163355,-15.630000000000001,-75.090000000000003,23,4.5999999999999996,20223006
5389,19930915,134611,-11.16,-73.319999999999993,56,4.7000000000000002,20223006
5390,19930915,143747,-12.43,-76.430000000000007,100,4.5,20223006
5391,19930916,144030,-5.5099999999999998,-78.760000000000005,47,4.7999999999999998,20223006
5392,19930916,184748,-9.0700000000000003,-81.239999999999995,21,4.7999999999999998,20223006
5393,19930918,075626,-8.0700000000000003,-74.840000000000003,146,5.2999999999999998,20223006
5394,19930920,053404,-15.359999999999999,-76.040000000000006,38,4.7999999999999998,20223006
5395,19930920,171033,-11.32,-77.180000000000007,45,4.7000000000000002,20223006
5396,19930920,215748,-11.050000000000001,-80.079999999999998,15,4.9000000000000004,20223006
5397,19930922,134051,-16.120000000000001,-71.459999999999994,32,4.9000000000000004,20223006
5398,19930923,025109,-14.42,-74.359999999999999,133,4.7000000000000002,20223006
5399,19930925,033105,-14.050000000000001,-76.459999999999994,22,5.2000000000000002,20223006
5400,19930926,204244,-13.130000000000001,-76.959999999999994,52,4.9000000000000004,20223006
5401,19930927,054151,-14.869999999999999,-76.269999999999996,9,4.7000000000000002,20223006
5402,19930927,162705,-15.59,-76.079999999999998,27,5.2999999999999998,20223006
5403,19930928,020439,-15.539999999999999,-75.840000000000003,26,4.7999999999999998,20223006
5404,19930928,143336,-14.880000000000001,-75.579999999999998,10,4.5999999999999996,20223006
5405,19930928,161018,-14.82,-76.239999999999995,12,4.5999999999999996,20223006
5406,19930930,182535,-8.0700000000000003,-75.659999999999997,129,5.0999999999999996,20223006
5407,19931001,080223,-12.359999999999999,-76.640000000000001,79,4.7000000000000002,20223006
5408,19931002,091827,-5.8700000000000001,-77.260000000000005,39,4.7000000000000002,20223006
5409,19931003,011436,-10.460000000000001,-73.659999999999997,149,4.7000000000000002,20223006
5410,19931003,145820,-11.5,-77.280000000000001,49,4.5999999999999996,20223006
5411,19931003,225001,-10.52,-75.540000000000006,45,4.9000000000000004,20223006
5412,19931007,013024,-15.52,-72.290000000000006,43,4.7000000000000002,20223006
5413,19931007,163543,-13.81,-75.819999999999993,35,5.7999999999999998,20223006
5414,19931007,171401,-14.050000000000001,-75.849999999999994,42,4.7999999999999998,20223006
5415,19931008,101647,-9.0800000000000001,-78.340000000000003,25,4.9000000000000004,20223006
5416,19931008,141756,-8.9499999999999993,-75.349999999999994,40,4.5999999999999996,20223006
5417,19931009,114703,-18.559999999999999,-71.366,10,4.2999999999999998,20223006
5418,19931010,134210,-14.779999999999999,-76.030000000000001,62,5.4000000000000004,20223006
5419,19931010,135839,-14.17,-75.810000000000002,38,4.9000000000000004,20223006
5420,19931010,232048,-10.859999999999999,-74.040000000000006,121,4.7999999999999998,20223006
5421,19931011,161234,-10.73,-78.349999999999994,12,5.0999999999999996,20223006
5422,19931011,181342,-14.33,-76.019999999999996,43,4.5999999999999996,20223006
5423,19931012,151040,-11.119999999999999,-77.930000000000007,17,4.5999999999999996,20223006
5424,19931014,101427,-11,-77.329999999999998,12,4.5999999999999996,20223006
5425,19931016,153617,-8.3100000000000005,-75.420000000000002,14,4.7000000000000002,20223006
5426,19931016,153926,-8.0899999999999999,-75.849999999999994,47,4.5999999999999996,20223006
5427,19931018,024321,-15.039999999999999,-76.299999999999997,36,4.5,20223006
5428,19931020,085922,-8.0399999999999991,-78.120000000000005,12,4.7999999999999998,20223006
5429,19931022,164942,-10.550000000000001,-76.609999999999999,18,4.7000000000000002,20223006
5430,19931023,070430,-7.3899999999999997,-76.459999999999994,42,4.7000000000000002,20223006
5431,19931028,001522,-14.94,-75.390000000000001,25,4.5,20223006
5432,19931029,000831,-7.6100000000000003,-76.459999999999994,73,4.9000000000000004,20223006
5433,19931030,132502,-14.279999999999999,-73.019999999999996,37,4.5999999999999996,20223006
5434,19931102,135343,-10.68,-77.689999999999998,38,4.9000000000000004,20223006
5435,19931113,123055,-16.370000000000001,-70.733000000000004,123,5.4000000000000004,20223006
5436,19931116,131836,-10.26,-75.591999999999999,33,4.2999999999999998,20223006
5437,19931121,075656,-18.164000000000001,-69.718999999999994,153,4.5999999999999996,20223006
5438,19931121,213306,-4.9160000000000004,-78.052000000000007,24,4.7999999999999998,20223006
5439,19931121,234345,-11.58,-77.219999999999999,42,4.7999999999999998,20223006
5440,19931125,064452,-5.3979999999999997,-77.134,33,4.2999999999999998,20223006
5441,19931126,210101,-12.99,-76.079999999999998,61,4.5999999999999996,20223006
5442,19931128,023449,-12.65,-78.019999999999996,32,4.5,20223006
5443,19931129,180229,-10.82,-78.819999999999993,41,4.5,20223006
5444,19931201,212129,-14.35,-75.590000000000003,41,4.5999999999999996,20223006
5445,19931203,201249,-9.3300000000000001,-79.489999999999995,68,4.7000000000000002,20223006
5446,19931203,231718,-4.3700000000000001,-77.159999999999997,78,4.9000000000000004,20223006
5447,19931204,083314,-11.220000000000001,-74.920000000000002,108,4.5999999999999996,20223006
5448,19931205,010350,-11.199999999999999,-78.209999999999994,52,4.5999999999999996,20223006
5449,19931205,201834,-11.57,-77.319999999999993,48,4.5,20223006
5450,19931205,225302,-7.8499999999999996,-74.560000000000002,108,4.7000000000000002,20223006
5451,19931206,023106,-10.56,-74.969999999999999,25,4.5999999999999996,20223006
5452,19931208,025252,-6.1100000000000003,-79.260000000000005,58,5.2999999999999998,20223006
5453,19931209,045145,-6.3499999999999996,-77.980000000000004,136,5,20223006
5454,19931210,083408,-9.4399999999999995,-75.689999999999998,148,4.7000000000000002,20223006
5455,19931212,024804,-10.31,-79.890000000000001,3,4.7000000000000002,20223006
5456,19931213,021434,-8.8499999999999996,-80.049999999999997,49,4.7000000000000002,20223006
5457,19931214,060718,-9.6699999999999999,-78.870000000000005,26,5.4000000000000004,20223006
5458,19931214,193120,-16.457000000000001,-72.769000000000005,88,4.5,20223006
5459,19931216,001401,-15.630000000000001,-71.090000000000003,192,4.2000000000000002,20223006
5460,19931217,084859,-15.050000000000001,-73.859999999999999,83,5.2999999999999998,20223006
5461,19931217,120514,-9.3300000000000001,-75.319999999999993,70,4.7000000000000002,20223006
5462,19931217,173806,-12.640000000000001,-78.030000000000001,41,4.7000000000000002,20223006
5463,19931221,002806,-18.452000000000002,-71.924999999999997,33,4.4000000000000004,20223006
5464,19931221,203958,-17.777999999999999,-71.322999999999993,86,4.7000000000000002,20223006
5465,19931224,010223,-12.640000000000001,-78.969999999999999,28,4.7000000000000002,20223006
5466,19931225,062810,-16.370000000000001,-74.439999999999998,45,4.9000000000000004,20223006
